,act_movie_count,act_movie_ratingSum,act_movie_normalizedMovieRank,act_mean_movie_googleHits,act_mean_movie_normalizedGoogleRank,act_mean_movie_normalizedRating,dir_movie_count,dir_movie_ratingSum,dir_movie_normalizedMovieRank,dir_mean_movie_googleHits,dir_mean_movie_normalizedGoogleRank,dir_mean_movie_normalizedRating,hitflop
226,5.5,150.0,1.2187524735927582,161175.0,0.9140799939632416,1.53811502456665,0.0,0.0,0.0,0.0,0.0,0.0,1
227,11.25,385.0,1.9636549651622772,374750.0,1.465057522058487,2.2766724228858926,4.0,100.0,1.3552600145339966,71100.0,1.5202900171279907,1.44746005535126,1
228,12.75,370.0,1.4112499952316284,56025.0,0.8919575214385986,1.635219991207125,0.0,0.0,0.0,0.0,0.0,0.0,1
229,4.5,90.0,0.75,6075.0,0.26481500267982483,0.900925010442735,0.0,0.0,0.0,0.0,0.0,0.0,1
230,7.75,355.0,2.168477475643158,54250.0,0.3890950083732605,1.7801874876022348,4.0,110.0,1.53288996219635,32800.0,1.235129952430725,1.56525003910065,1
231,29.25,1305.0,3.6535524725914,1237500.0,4.189047455787659,4.89979749917984,7.0,390.0,3.5375900268554688,105000.0,1.7726999521255493,3.62831997871399,1
232,7.25,367.5,1.618205040693283,89700.0,0.7296900153160095,1.5531700253486624,0.0,0.0,0.0,0.0,0.0,0.0,2
233,3.5,85.0,0.6834250092506409,13350.0,0.28358250856399536,0.76615998148918,0.0,0.0,0.0,0.0,0.0,0.0,1
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
235,34.5,1770.0,3.060914993286133,1965000.0,5.816694855690002,5.382159948349001,5.0,260.0,3.2736799716949463,7700.0,1.0482499599456787,3.22902989387512,4
236,6.25,282.5,1.8435200452804565,53925.0,0.6373974978923798,1.6289824843406675,0.0,0.0,0.0,0.0,0.0,0.0,1
237,0.0,0.0,0.0,0.0,0.0,0.0,6.0,130.0,1.1184200048446655,93300.0,1.6855800151824951,1.24840998649597,2
238,12.0,535.0,0.8512225151062012,692500.0,2.035640001296997,1.752825021743775,0.0,0.0,0.0,0.0,0.0,0.0,2
239,4.0,95.0,0.6333999931812286,14025.0,0.28532248735427856,0.7386425137519825,0.0,0.0,0.0,0.0,0.0,0.0,1
240,16.0,697.5,1.9082899689674377,837750.0,2.6594948768615723,2.92586499452591,5.0,120.0,1.284209966659546,5370.0,1.030900001525879,1.28245997428894,1
241,1.25,60.0,0.9347825050354004,0.0,0.0,0.64027750492096,0.0,0.0,0.0,0.0,0.0,0.0,1
242,10.25,430.0,1.1751224994659424,270475.0,1.196049988269806,1.5664349794387824,0.0,0.0,0.0,0.0,0.0,0.0,1
243,6.5,175.0,1.4639325141906738,96250.0,0.7465899884700775,1.6899099946022025,0.0,0.0,0.0,0.0,0.0,0.0,1
244,4.5,100.0,0.9159550070762634,31875.0,0.5805149972438812,1.17543250322342,0.0,0.0,0.0,0.0,0.0,0.0,1
245,2.75,77.5,0.45010000467300415,8500.0,0.2710700035095215,0.5185325145721426,0.0,0.0,0.0,0.0,0.0,0.0,1
246,8.25,315.0,1.375,259500.0,1.1677375435829163,1.66421502828598,4.0,90.0,1.1776299476623535,96200.0,1.7071800231933594,1.31046998500824,1
247,10.75,325.0,1.7826074361801147,358750.0,1.6729224920272827,2.39947748184204,0.0,0.0,0.0,0.0,0.0,0.0,1
248,31.5,1450.0,2.4325175285339355,1237750.0,3.9405499696731567,3.954750001430513,6.0,390.0,4.1973700523376465,1110000.0,9.255450248718262,5.73446989059448,1
249,11.75,310.0,1.6032600104808807,685750.0,2.5165100395679474,2.778050005435945,3.0,60.0,1.0,52400.0,1.381060004234314,1.07325994968414,1
250,7.25,352.5,2.804347515106201,54050.0,0.6377224922180176,2.2842875123023973,0.0,0.0,0.0,0.0,0.0,0.0,5
251,22.0,737.5,2.351122498512268,142000.0,1.362897515296936,2.5467975139617924,0.0,0.0,0.0,0.0,0.0,0.0,1
252,6.5,207.5,1.094367504119873,177000.0,0.9549050033092499,1.3829749822616575,0.0,0.0,0.0,0.0,0.0,0.0,2
253,30.5,1420.0,4.493652522563934,1472500.0,4.795295000076294,5.724110007286073,4.0,330.0,5.440790176391602,153000.0,2.130079984664917,5.5570502281189,2
254,16.75,697.5,2.051567554473877,877500.0,3.011182487010956,3.2079625129699725,0.0,0.0,0.0,0.0,0.0,0.0,1
255,8.25,195.0,1.011584997177124,106100.0,1.0211424827575684,1.4810650348663326,0.0,0.0,0.0,0.0,0.0,0.0,1
256,16.25,775.0,1.8719350099563599,1125000.0,3.400534987449646,3.2199699878692627,0.0,0.0,0.0,0.0,0.0,0.0,1
257,12.0,595.0,3.5600975155830383,405625.0,1.7938500344753265,3.481440007686615,8.0,510.0,4.108550071716309,755000.0,6.612289905548096,5.13139009475708,7
258,7.5,542.5,4.32139253616333,647250.0,2.168047547340393,4.021072506904602,4.0,280.0,4.5526299476623535,29900.0,1.213539958000183,4.51050996780396,6
259,18.0,872.5,3.849307596683502,360750.0,1.927225023508072,3.7222850918769845,7.0,420.0,3.8421099185943604,239000.0,2.770400047302246,4.12063980102539,6
260,1.0,22.5,0.3111425042152405,0.0,0.0,0.2848449945449825,5.0,130.0,1.42631995677948,13800.0,1.0936599969863892,1.43351995944977,2
